symbol,company_name,sector_33,market_category,scale_category,is_financial,low_liquidity_candidate,include_for_collection,priority_score
4480,メドレー,情報・通信業,プライム（内国株式）,TOPIX Small 1,0,1,1,14480
4481,ベース,情報・通信業,プライム（内国株式）,TOPIX Small 2,0,1,1,14481
4483,ＪＭＤＣ,情報・通信業,プライム（内国株式）,TOPIX Small 1,0,1,1,14483
4502,武田薬品工業,医薬品,プライム（内国株式）,TOPIX Core30,0,0,1,14502
4503,アステラス製薬,医薬品,プライム（内国株式）,TOPIX Large70,0,0,1,14503
4506,住友ファーマ,医薬品,プライム（内国株式）,TOPIX Mid400,0,0,1,14506
4507,塩野義製薬,医薬品,プライム（内国株式）,TOPIX Large70,0,0,1,14507
4516,日本新薬,医薬品,プライム（内国株式）,TOPIX Mid400,0,0,1,14516
4519,中外製薬,医薬品,プライム（内国株式）,TOPIX Large70,0,0,1,14519
4521,科研製薬,医薬品,プライム（内国株式）,TOPIX Small 1,0,1,1,14521
4523,エーザイ,医薬品,プライム（内国株式）,TOPIX Mid400,0,0,1,14523
4526,理研ビタミン,食料品,プライム（内国株式）,TOPIX Small 2,0,1,1,14526
4527,ロート製薬,医薬品,プライム（内国株式）,TOPIX Mid400,0,0,1,14527
4528,小野薬品工業,医薬品,プライム（内国株式）,TOPIX Mid400,0,0,1,14528
4530,久光製薬,医薬品,プライム（内国株式）,TOPIX Mid400,0,0,1,14530
4534,持田製薬,医薬品,プライム（内国株式）,TOPIX Small 2,0,1,1,14534
4536,参天製薬,医薬品,プライム（内国株式）,TOPIX Mid400,0,0,1,14536
4538,扶桑薬品工業,医薬品,プライム（内国株式）,TOPIX Small 2,0,1,1,14538
4540,ツムラ,医薬品,プライム（内国株式）,TOPIX Mid400,0,0,1,14540
4543,テルモ,精密機器,プライム（内国株式）,TOPIX Large70,0,0,1,14543
4544,Ｈ．Ｕ．グループホールディングス,サービス業,プライム（内国株式）,TOPIX Mid400,0,0,1,14544
4547,キッセイ薬品工業,医薬品,プライム（内国株式）,TOPIX Small 1,0,1,1,14547
4548,生化学工業,医薬品,プライム（内国株式）,TOPIX Small 2,0,1,1,14548
4549,栄研化学,医薬品,プライム（内国株式）,TOPIX Small 1,0,1,1,14549
4552,ＪＣＲファーマ,医薬品,プライム（内国株式）,TOPIX Small 1,0,1,1,14552
4553,東和薬品,医薬品,プライム（内国株式）,TOPIX Small 1,0,1,1,14553
4554,富士製薬工業,医薬品,プライム（内国株式）,TOPIX Small 2,0,1,1,14554
4559,ゼリア新薬工業,医薬品,プライム（内国株式）,TOPIX Small 1,0,1,1,14559
4565,ネクセラファーマ,医薬品,プライム（内国株式）,TOPIX Small 1,0,1,1,14565
4568,第一三共,医薬品,プライム（内国株式）,TOPIX Core30,0,0,1,14568
4569,杏林製薬,医薬品,プライム（内国株式）,TOPIX Small 1,0,1,1,14569
4574,大幸薬品,医薬品,プライム（内国株式）,TOPIX Small 2,0,1,1,14574
4577,ダイト,医薬品,プライム（内国株式）,TOPIX Small 2,0,1,1,14577
4578,大塚ホールディングス,医薬品,プライム（内国株式）,TOPIX Large70,0,0,1,14578
4587,ペプチドリーム,医薬品,プライム（内国株式）,TOPIX Mid400,0,0,1,14587
4611,大日本塗料,化学,プライム（内国株式）,TOPIX Small 2,0,1,1,14611
4612,日本ペイントホールディングス,化学,プライム（内国株式）,TOPIX Mid400,0,0,1,14612
4613,関西ペイント,化学,プライム（内国株式）,TOPIX Mid400,0,0,1,14613
4617,中国塗料,化学,プライム（内国株式）,TOPIX Small 1,0,1,1,14617
4626,太陽ホールディングス,化学,プライム（内国株式）,TOPIX Mid400,0,0,1,14626
4631,ＤＩＣ,化学,プライム（内国株式）,TOPIX Mid400,0,0,1,14631
4633,サカタインクス,化学,プライム（内国株式）,TOPIX Small 1,0,1,1,14633
4634,ａｒｔｉｅｎｃｅ,化学,プライム（内国株式）,TOPIX Small 1,0,1,1,14634
4641,アルプス技研,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,14641
4658,日本空調サービス,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,14658
4661,オリエンタルランド,サービス業,プライム（内国株式）,TOPIX Large70,0,0,1,14661
4662,フォーカスシステムズ,情報・通信業,プライム（内国株式）,TOPIX Small 2,0,1,1,14662
4665,ダスキン,サービス業,プライム（内国株式）,TOPIX Mid400,0,0,1,14665
4666,パーク２４,不動産業,プライム（内国株式）,TOPIX Mid400,0,0,1,14666
4668,明光ネットワークジャパン,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,14668
4674,クレスコ,情報・通信業,プライム（内国株式）,TOPIX Small 2,0,1,1,14674
4676,フジ・メディア・ホールディングス,情報・通信業,プライム（内国株式）,TOPIX Mid400,0,0,1,14676
4680,ラウンドワン,サービス業,プライム（内国株式）,TOPIX Mid400,0,0,1,14680
4681,リゾートトラスト,サービス業,プライム（内国株式）,TOPIX Mid400,0,0,1,14681
4684,オービック,情報・通信業,プライム（内国株式）,TOPIX Mid400,0,0,1,14684
4686,ジャストシステム,情報・通信業,プライム（内国株式）,TOPIX Small 1,0,1,1,14686
4687,ＴＤＣソフト,情報・通信業,プライム（内国株式）,TOPIX Small 2,0,1,1,14687
4689,ＬＩＮＥヤフー,情報・通信業,プライム（内国株式）,TOPIX Large70,0,0,1,14689
4694,ビー・エム・エル,サービス業,プライム（内国株式）,TOPIX Small 1,0,1,1,14694
4704,トレンドマイクロ,情報・通信業,プライム（内国株式）,TOPIX Mid400,0,0,1,14704
4709,ＩＤホールディングス,情報・通信業,プライム（内国株式）,TOPIX Small 2,0,1,1,14709
4714,リソー教育グループ,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,14714
4718,早稲田アカデミー,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,14718
4719,アルファシステムズ,情報・通信業,プライム（内国株式）,TOPIX Small 2,0,1,1,14719
4722,フューチャー,情報・通信業,プライム（内国株式）,TOPIX Small 1,0,1,1,14722
4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,情報・通信業,プライム（内国株式）,TOPIX Small 2,0,1,1,14725
4732,ユー・エス・エス,サービス業,プライム（内国株式）,TOPIX Mid400,0,0,1,14732
4733,オービックビジネスコンサルタント,情報・通信業,プライム（内国株式）,TOPIX Mid400,0,0,1,14733
4743,アイティフォー,情報・通信業,プライム（内国株式）,TOPIX Small 2,0,1,1,14743
4751,サイバーエージェント,サービス業,プライム（内国株式）,TOPIX Mid400,0,0,1,14751
4755,楽天グループ,サービス業,プライム（内国株式）,TOPIX Mid400,0,0,1,14755
4763,クリーク・アンド・リバー社,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,14763
4765,ＳＢＩグローバルアセットマネジメント,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,14765
4768,大塚商会,情報・通信業,プライム（内国株式）,TOPIX Mid400,0,0,1,14768
4776,サイボウズ,情報・通信業,プライム（内国株式）,TOPIX Small 1,0,1,1,14776
4784,ＧＭＯインターネット,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,14784
4792,山田コンサルティンググループ,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,14792
4801,セントラルスポーツ,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,14801
4809,パラカ,不動産業,プライム（内国株式）,TOPIX Small 2,0,1,1,14809
4812,電通総研,情報・通信業,プライム（内国株式）,TOPIX Small 1,0,1,1,14812
4813,ＡＣＣＥＳＳ,情報・通信業,プライム（内国株式）,-,0,0,1,14813
4819,デジタルガレージ,情報・通信業,プライム（内国株式）,TOPIX Small 1,0,1,1,14819
4820,イーエムシステムズ,情報・通信業,プライム（内国株式）,TOPIX Small 2,0,1,1,14820
4825,ウェザーニューズ,情報・通信業,プライム（内国株式）,TOPIX Small 1,0,1,1,14825
4826,ＣＩＪ,情報・通信業,プライム（内国株式）,TOPIX Small 2,0,1,1,14826
4828,ビジネスエンジニアリング,情報・通信業,プライム（内国株式）,TOPIX Small 2,0,1,1,14828
4839,ＷＯＷＯＷ,情報・通信業,プライム（内国株式）,TOPIX Small 2,0,1,1,14839
4845,スカラ,情報・通信業,プライム（内国株式）,TOPIX Small 2,0,1,1,14845
4847,インテリジェント　ウェイブ,情報・通信業,プライム（内国株式）,-,0,0,1,14847
4848,フルキャストホールディングス,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,14848
4849,エン,サービス業,プライム（内国株式）,TOPIX Small 1,0,1,1,14849
4886,あすか製薬ホールディングス,医薬品,プライム（内国株式）,TOPIX Small 2,0,1,1,14886
4887,サワイグループホールディングス,医薬品,プライム（内国株式）,TOPIX Mid400,0,0,1,14887
4901,富士フイルムホールディングス,化学,プライム（内国株式）,TOPIX Large70,0,0,1,14901
4902,コニカミノルタ,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,14902
4911,資生堂,化学,プライム（内国株式）,TOPIX Mid400,0,0,1,14911
4912,ライオン,化学,プライム（内国株式）,TOPIX Mid400,0,0,1,14912
4914,高砂香料工業,化学,プライム（内国株式）,TOPIX Small 1,0,1,1,14914
4917,マンダム,化学,プライム（内国株式）,TOPIX Small 1,0,1,1,14917
4919,ミルボン,化学,プライム（内国株式）,TOPIX Small 1,0,1,1,14919
4922,コーセーホールディングス,化学,プライム（内国株式）,TOPIX Mid400,0,0,1,14922
4923,コタ,化学,プライム（内国株式）,TOPIX Small 2,0,1,1,14923
4927,ポーラ・オルビスホールディングス,化学,プライム（内国株式）,TOPIX Mid400,0,0,1,14927
4928,ノエビアホールディングス,化学,プライム（内国株式）,TOPIX Small 1,0,1,1,14928
4931,新日本製薬,化学,プライム（内国株式）,TOPIX Small 2,0,1,1,14931
4933,Ｉ－ｎｅ,化学,プライム（内国株式）,TOPIX Small 2,0,1,1,14933
4951,エステー,化学,プライム（内国株式）,TOPIX Small 2,0,1,1,14951
4956,コニシ,化学,プライム（内国株式）,TOPIX Small 2,0,1,1,14956
4958,長谷川香料,化学,プライム（内国株式）,TOPIX Small 1,0,1,1,14958
4967,小林製薬,化学,プライム（内国株式）,TOPIX Mid400,0,0,1,14967
4968,荒川化学工業,化学,プライム（内国株式）,TOPIX Small 2,0,1,1,14968
4971,メック,化学,プライム（内国株式）,TOPIX Small 1,0,1,1,14971
4973,日本高純度化学,化学,プライム（内国株式）,TOPIX Small 2,0,1,1,14973
4974,タカラバイオ,化学,プライム（内国株式）,TOPIX Small 1,0,1,1,14974
4975,ＪＣＵ,化学,プライム（内国株式）,TOPIX Small 1,0,1,1,14975
4980,デクセリアルズ,化学,プライム（内国株式）,TOPIX Mid400,0,0,1,14980
4985,アース製薬,化学,プライム（内国株式）,TOPIX Small 1,0,1,1,14985
4996,クミアイ化学工業,化学,プライム（内国株式）,TOPIX Small 1,0,1,1,14996
4997,日本農薬,化学,プライム（内国株式）,TOPIX Small 2,0,1,1,14997
5011,ニチレキグループ,石油・石炭製品,プライム（内国株式）,TOPIX Small 2,0,1,1,15011
5016,ＪＸ金属,非鉄金属,プライム（内国株式）,TOPIX Mid400,0,0,1,15016
5019,出光興産,石油・石炭製品,プライム（内国株式）,TOPIX Mid400,0,0,1,15019
5020,ＥＮＥＯＳホールディングス,石油・石炭製品,プライム（内国株式）,TOPIX Large70,0,0,1,15020
5021,コスモエネルギーホールディングス,石油・石炭製品,プライム（内国株式）,TOPIX Mid400,0,0,1,15021
5032,ＡＮＹＣＯＬＯＲ,情報・通信業,プライム（内国株式）,TOPIX Small 1,0,1,1,15032
5036,日本ビジネスシステムズ,情報・通信業,プライム（内国株式）,TOPIX Small 2,0,1,1,15036
5074,テスホールディングス,建設業,プライム（内国株式）,TOPIX Small 2,0,1,1,15074
5076,インフロニア・ホールディングス,建設業,プライム（内国株式）,TOPIX Mid400,0,0,1,15076
5101,横浜ゴム,ゴム製品,プライム（内国株式）,TOPIX Mid400,0,0,1,15101
5105,ＴＯＹＯ　ＴＩＲＥ,ゴム製品,プライム（内国株式）,TOPIX Mid400,0,0,1,15105
5108,ブリヂストン,ゴム製品,プライム（内国株式）,TOPIX Large70,0,0,1,15108
5110,住友ゴム工業,ゴム製品,プライム（内国株式）,TOPIX Mid400,0,0,1,15110
5121,藤倉コンポジット,ゴム製品,プライム（内国株式）,TOPIX Small 2,0,1,1,15121
5122,オカモト,ゴム製品,プライム（内国株式）,TOPIX Small 2,0,1,1,15122
5142,アキレス,化学,プライム（内国株式）,TOPIX Small 2,0,1,1,15142
5185,フコク,ゴム製品,プライム（内国株式）,TOPIX Small 2,0,1,1,15185
5186,ニッタ,ゴム製品,プライム（内国株式）,TOPIX Small 2,0,1,1,15186
5192,三ツ星ベルト,ゴム製品,プライム（内国株式）,TOPIX Small 1,0,1,1,15192
5195,バンドー化学,ゴム製品,プライム（内国株式）,TOPIX Small 2,0,1,1,15195
5201,ＡＧＣ,ガラス・土石製品,プライム（内国株式）,TOPIX Mid400,0,0,1,15201
5202,日本板硝子,ガラス・土石製品,プライム（内国株式）,TOPIX Small 1,0,1,1,15202
5208,有沢製作所,化学,プライム（内国株式）,TOPIX Small 1,0,1,1,15208
5214,日本電気硝子,ガラス・土石製品,プライム（内国株式）,TOPIX Mid400,0,0,1,15214
5232,住友大阪セメント,ガラス・土石製品,プライム（内国株式）,TOPIX Mid400,0,0,1,15232
5233,太平洋セメント,ガラス・土石製品,プライム（内国株式）,TOPIX Mid400,0,0,1,15233
5261,リソルホールディングス,サービス業,プライム（内国株式）,-,0,0,1,15261
5262,日本ヒューム,ガラス・土石製品,プライム（内国株式）,TOPIX Small 1,0,1,1,15262
5269,日本コンクリート工業,ガラス・土石製品,プライム（内国株式）,TOPIX Small 2,0,1,1,15269
5288,アジアパイルホールディングス,ガラス・土石製品,プライム（内国株式）,TOPIX Small 2,0,1,1,15288
5301,東海カーボン,ガラス・土石製品,プライム（内国株式）,TOPIX Mid400,0,0,1,15301
5302,日本カーボン,ガラス・土石製品,プライム（内国株式）,TOPIX Small 1,0,1,1,15302
5310,東洋炭素,ガラス・土石製品,プライム（内国株式）,TOPIX Small 1,0,1,1,15310
5331,ノリタケ,ガラス・土石製品,プライム（内国株式）,TOPIX Small 1,0,1,1,15331
5332,ＴＯＴＯ,ガラス・土石製品,プライム（内国株式）,TOPIX Mid400,0,0,1,15332
5333,日本碍子,ガラス・土石製品,プライム（内国株式）,TOPIX Mid400,0,0,1,15333
5334,日本特殊陶業,ガラス・土石製品,プライム（内国株式）,TOPIX Mid400,0,0,1,15334
5344,ＭＡＲＵＷＡ,ガラス・土石製品,プライム（内国株式）,TOPIX Mid400,0,0,1,15344
5351,品川リフラ,ガラス・土石製品,プライム（内国株式）,TOPIX Small 1,0,1,1,15351
5357,ヨータイ,ガラス・土石製品,プライム（内国株式）,TOPIX Small 2,0,1,1,15357
5384,フジミインコーポレーテッド,ガラス・土石製品,プライム（内国株式）,TOPIX Small 1,0,1,1,15384
5393,ニチアス,ガラス・土石製品,プライム（内国株式）,TOPIX Mid400,0,0,1,15393
5401,日本製鉄,鉄鋼,プライム（内国株式）,TOPIX Large70,0,0,1,15401
5406,神戸製鋼所,鉄鋼,プライム（内国株式）,TOPIX Mid400,0,0,1,15406
5408,中山製鋼所,鉄鋼,プライム（内国株式）,TOPIX Small 2,0,1,1,15408
5410,合同製鐵,鉄鋼,プライム（内国株式）,TOPIX Small 1,0,1,1,15410
5411,ＪＦＥホールディングス,鉄鋼,プライム（内国株式）,TOPIX Mid400,0,0,1,15411
5423,東京製鐵,鉄鋼,プライム（内国株式）,TOPIX Small 1,0,1,1,15423
5440,共英製鋼,鉄鋼,プライム（内国株式）,TOPIX Small 1,0,1,1,15440
5444,大和工業,鉄鋼,プライム（内国株式）,TOPIX Mid400,0,0,1,15444
5445,東京鐵鋼,鉄鋼,プライム（内国株式）,TOPIX Small 1,0,1,1,15445
5451,ヨドコウ,鉄鋼,プライム（内国株式）,TOPIX Small 1,0,1,1,15451
5461,中部鋼鈑,鉄鋼,プライム（内国株式）,TOPIX Small 1,0,1,1,15461
5463,丸一鋼管,鉄鋼,プライム（内国株式）,TOPIX Mid400,0,0,1,15463
5471,大同特殊鋼,鉄鋼,プライム（内国株式）,TOPIX Mid400,0,0,1,15471
5480,日本冶金工業,鉄鋼,プライム（内国株式）,TOPIX Small 1,0,1,1,15480
5482,愛知製鋼,鉄鋼,プライム（内国株式）,TOPIX Small 1,0,1,1,15482
5535,ミガロホールディングス,不動産業,プライム（内国株式）,-,0,0,1,15535
5541,大平洋金属,鉄鋼,プライム（内国株式）,TOPIX Small 2,0,1,1,15541
5563,新日本電工,鉄鋼,プライム（内国株式）,TOPIX Small 1,0,1,1,15563
5602,栗本鐵工所,鉄鋼,プライム（内国株式）,TOPIX Small 1,0,1,1,15602
5631,日本製鋼所,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,15631
5632,三菱製鋼,鉄鋼,プライム（内国株式）,TOPIX Small 2,0,1,1,15632
5659,日本精線,鉄鋼,プライム（内国株式）,TOPIX Small 2,0,1,1,15659
5702,大紀アルミニウム工業所,非鉄金属,プライム（内国株式）,TOPIX Small 1,0,1,1,15702
5703,日本軽金属ホールディングス,非鉄金属,プライム（内国株式）,TOPIX Small 1,0,1,1,15703
5706,三井金属,非鉄金属,プライム（内国株式）,TOPIX Mid400,0,0,1,15706
5707,東邦亜鉛,非鉄金属,プライム（内国株式）,TOPIX Small 2,0,1,1,15707
5711,三菱マテリアル,非鉄金属,プライム（内国株式）,TOPIX Mid400,0,0,1,15711
5713,住友金属鉱山,非鉄金属,プライム（内国株式）,TOPIX Mid400,0,0,1,15713
5714,ＤＯＷＡホールディングス,非鉄金属,プライム（内国株式）,TOPIX Mid400,0,0,1,15714
5715,古河機械金属,非鉄金属,プライム（内国株式）,TOPIX Small 1,0,1,1,15715
5726,大阪チタニウムテクノロジーズ,非鉄金属,プライム（内国株式）,TOPIX Small 1,0,1,1,15726
5727,東邦チタニウム,非鉄金属,プライム（内国株式）,TOPIX Small 1,0,1,1,15727
5741,ＵＡＣＪ,非鉄金属,プライム（内国株式）,TOPIX Small 1,0,1,1,15741
5757,ＣＫサンエツ,非鉄金属,プライム（内国株式）,TOPIX Small 2,0,1,1,15757
5801,古河電気工業,非鉄金属,プライム（内国株式）,TOPIX Mid400,0,0,1,15801
5802,住友電気工業,非鉄金属,プライム（内国株式）,TOPIX Large70,0,0,1,15802
5803,フジクラ,非鉄金属,プライム（内国株式）,TOPIX Large70,0,0,1,15803
5805,ＳＷＣＣ,非鉄金属,プライム（内国株式）,TOPIX Small 1,0,1,1,15805
5821,平河ヒューテック,非鉄金属,プライム（内国株式）,TOPIX Small 2,0,1,1,15821
5851,リョービ,非鉄金属,プライム（内国株式）,TOPIX Small 1,0,1,1,15851
5852,アーレスティ,非鉄金属,プライム（内国株式）,-,0,0,1,15852
5857,ＡＲＥホールディングス,非鉄金属,プライム（内国株式）,TOPIX Small 1,0,1,1,15857
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,小売業,プライム（内国株式）,TOPIX Small 2,0,1,1,15889
5901,東洋製罐グループホールディングス,金属製品,プライム（内国株式）,TOPIX Mid400,0,0,1,15901
5902,ホッカンホールディングス,金属製品,プライム（内国株式）,TOPIX Small 2,0,1,1,15902
5911,横河ブリッジホールディングス,金属製品,プライム（内国株式）,TOPIX Small 1,0,1,1,15911
5929,三和ホールディングス,金属製品,プライム（内国株式）,TOPIX Mid400,0,0,1,15929
5930,文化シヤッター,金属製品,プライム（内国株式）,TOPIX Small 1,0,1,1,15930
5932,三協立山,金属製品,プライム（内国株式）,TOPIX Small 2,0,1,1,15932
5933,アルインコ,金属製品,プライム（内国株式）,TOPIX Small 2,0,1,1,15933
5938,ＬＩＸＩＬ,金属製品,プライム（内国株式）,TOPIX Mid400,0,0,1,15938
5943,ノーリツ,金属製品,プライム（内国株式）,TOPIX Small 1,0,1,1,15943
5946,長府製作所,金属製品,プライム（内国株式）,TOPIX Small 2,0,1,1,15946
5947,リンナイ,金属製品,プライム（内国株式）,TOPIX Mid400,0,0,1,15947
5949,ユニプレス,輸送用機器,プライム（内国株式）,TOPIX Small 1,0,1,1,15949
5957,日東精工,金属製品,プライム（内国株式）,TOPIX Small 2,0,1,1,15957
5959,岡部,金属製品,プライム（内国株式）,TOPIX Small 2,0,1,1,15959
5970,ジーテクト,金属製品,プライム（内国株式）,TOPIX Small 1,0,1,1,15970
5975,東プレ,金属製品,プライム（内国株式）,TOPIX Small 1,0,1,1,15975
5976,高周波熱錬,金属製品,プライム（内国株式）,TOPIX Small 2,0,1,1,15976
5981,東京製綱,金属製品,プライム（内国株式）,TOPIX Small 2,0,1,1,15981
5988,パイオラックス,金属製品,プライム（内国株式）,TOPIX Small 1,0,1,1,15988
5989,エイチワン,金属製品,プライム（内国株式）,TOPIX Small 2,0,1,1,15989
5991,日本発條,金属製品,プライム（内国株式）,TOPIX Mid400,0,0,1,15991
6005,三浦工業,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16005
6013,タクマ,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16013
6027,弁護士ドットコム,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,16027
6036,ＫｅｅＰｅｒ技研,サービス業,プライム（内国株式）,TOPIX Small 1,0,1,1,16036
6047,Ｇｕｎｏｓｙ,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,16047
6050,イー・ガーディアン,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,16050
6055,ジャパンマテリアル,サービス業,プライム（内国株式）,TOPIX Small 1,0,1,1,16055
6058,ベクトル,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,16058
6062,チャーム・ケア・コーポレーション,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,16062
6070,キャリアリンク,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,16070
6071,ＩＢＪ,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,16071
6073,アサンテ,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,16073
6078,バリューＨＲ,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,16078
6080,Ｍ＆Ａキャピタルパートナーズ,サービス業,プライム（内国株式）,TOPIX Small 1,0,1,1,16080
6088,シグマクシス・ホールディングス,サービス業,プライム（内国株式）,TOPIX Small 1,0,1,1,16088
6089,ウィルグループ,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,16089
6098,リクルートホールディングス,サービス業,プライム（内国株式）,TOPIX Core30,0,0,1,16098
6099,エラン,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,16099
6101,ツガミ,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16101
6103,オークマ,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16103
6104,芝浦機械,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16104
6113,アマダ,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16113
6118,アイダエンジニアリング,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16118
6134,ＦＵＪＩ,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16134
6135,牧野フライス製作所,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16135
